id	tweet	subtask_a
19363	Çok şey değil ya çevremde zarif insanlar istiyorum.	NOT
15077	@USER @USER Cogu acikogretimde ogrenciyken suc islemis de olabilir. Kaldiki hapse girip devlet destegi ile ogrenci olanlar da var. Sapla samani karistirmakda ustunuze yok hocam. Son sozum muhalefet olun ama milletin yaninda olun. Yeter artik bu kazanilmis ingiliz ezikliginden kurtulun.	OFF
46180	Günaydın.Ben işe gitmek değil koca parası yemek istiyorum	NOT
24324	#ankaracdpasif mrb cd olarak calisabilicem yer arıyorum bakımlı ve tecrubeliyim bu konuda yardımcı olabilecek arkadaşlar cvp yazarsa sevinirim	NOT
18783	@USER Gelişmiş ülkefakirlerin bile arabaya bindigi ülke degilzenginlerin bile otobüse bindigi ülkedir,	NOT
17181	@USER kendini sorgulamaya başladıysan hayırlı olsun sıyırıyorsun:)	NOT
42088	Sırf “kadın” diye katledildi... Katledilen tüm “kadınlar” gibi..    #EmineBulut	NOT
27328	@USER Onlar ne Besiktasli nede Atatürk, çudur. Kendisi de biliyordur ne olduğunu.	OFF
44953	@USER @USER kazandığın  bölüm iyiyse git    durumunuz iyiyse boş ver evlen 😳	NOT
16716	oturuyum da kitap bari okuyum, zaten bayramda hiç teze bakamadım Allahımmm napcam ben yiaaa 🙄	NOT
34928	YouTube videoları yemek yerken izlensin diye çekilmiyor mu ?	NOT
13156	@USER Bazen bir gömlek, kamera ya da geçici dövme olmak istersin 😶	NOT
36116	@USER Çünkü insan yer yüzündeki en vahşi canlıdır..	NOT
45754	@USER Olm adam akıllı öneri lazım çok kararsizim	NOT
21977	Aşk dediler dedim ha lo😉😉	NOT
27912	Kimse de demiyor eğrelti otu 500 kromozomlu	NOT
23927	Güzel günler gelir    Ben görür müyüm bilemem   Su yolunu bulur    Ben bulur muyum bilemem... @USER	NOT
38428	@USER Ne demek istediğinizi çok iyi tahmin edebiliyorum. 🙂      Bizi yolcu derken, o sene Türkiye'ye gitmeyen bir komşu teyzemizin o gözyaşlarını hiç unutmadın.	NOT
17074	@USER R.Tayyip ERDOĞAN,Maltepe Miting Alanı 2.000.000 kişi alıyor demişti. Sen şimdi CUMHURBAŞKANI R.Tayyip ERDOĞAN’a YALANCI(!) mı demek istiyorsun ?	NOT
32129	@USER Ben de "Bak Erkan, oğlum" diyeceğim ama, benim böyle oğlum olsa evlatlıktan red ederdim.	OFF
33882	Ah ne çok özledim seni	NOT
41989	@USER @USER Merhaba, ben Umut 47 yaşındayım, Ankara da yaşıyorum, üniversite mezunuyum.Kadın ruhunu anlarım,seviyeyi korumaya çalışırım, cinsel fantezileri ile kişileri yargılamam,kimsenin saygınlığına zarar vermem.Evliyim ve eşimden gizliyim, arzu katsayım çok yüksek ve yatakta deneyimliyim	NOT
26871	Sadece adımı  soyadımı göz rengim saç rengim en sevdiğim renk en sevdiğim yemek en sevdiğim kişi en yakın arkadaşım hangi müziklerden hoşlandığımi neler yapmayı sevdiğimi ailemi çevremi biliyorsun günlük kaç kere çise gittiğimi değil	NOT
10272	Erdoğan Arıkan sonuna kadar haklı, hadi Avrupa'yı geçtik son yıllarda fb-gs derbisinde kavga ve gerginlikten başka ne görüyosunuz?Spor basınının zorla şişirmeye çalıştığı sözde dev derbi.Yarın görücez yine kavgaları, Terim de özüne dönücek sakin ayaklarına yatıyorya bu ara.	NOT
45901	@USER @USER Sizin ben duyar kasmamızın... amk sinek te öldürmeyin evide ilaçlatmayın.tamam öldürmüş işte burası arizona mı yapmur ormanlarınamı bıraksın	OFF
43512	@USER Gönülden kutluyor, candan alkışlıyor, yürekten tebrik ediyoruz, kulübe hoşgeldin. Ne demişler, en kritik zaman dilimi ilk gün, devamı kek:)	NOT
28818	Daha önce Siktir Git diyen oldu mu acaba?	OFF
17613	Her sözün bir anlamlandırılma vakti vardır	NOT
11036	@USER @USER Evet açıkça geçiyor kör herif   Arapçayı bilmeden bunları söylemen normal   Ve diyanetten alıntı cahil insan ben almadım	OFF
33752	@USER biz erken oyunda daha çok şey yapmalıydık bombers gibi oynsaydık yüksek ihtimalle kazanırdık ama lütfen Galio BAN	NOT
31085	Çok sevince çiçek açar kaktüs 🌵😊	NOT
16882	Kardeş kardeş dedikten sonra aşkım sevgilim böceģim demek akwbswocmskwsmekcejwx nasıl bi varoşluk anlatsana	OFF
36188	@USER sağol gözüm. acilen müzik tarzını değiştirmen laızm🤣	NOT
31758	hayır  etkılı  olan yerel seçimin şonucundan doğacak  sonuçlar önemliydi, mesala  erken  seçim  falan,  ama  şimdilik öyle bir  şey ortaya çıkmadı, buda  borsa ve döviz için  doğru olan	NOT
38719	Muhabbet edecek kimse kalmadı mı	NOT
43815	@USER on tanesinden sekizi karaktersiz, yavşak ama böyle bir iş yaptılar diye tek seferlik "torkco ropto dovrom yoptolor" sik kafalı hepsi ya.	OFF
31420	@USER Chp insanları ne kadar salak yerine koysa da, listeleri pkklılarla dolu. Millet ittifakının listeleri teröristlerle dolu. bu gerçeği ortaya koyuyoruz. aklı hür, vicdanı hür olan vatandaş da bunu görüp oy veriyor, savunuyor ise her eleştiriyi kaldırmak zorundadır.	OFF
38941	Öldüm de kaldım da aşkından bin kere    göndermez gitsem de o beni hiçbir yere	NOT
34981	Nekadar kaba insanlarsiniz sizin için okadar fedakarlık yapan insanlari bir kenara atiyorsunuz.	OFF
35329	Vazgeçersem senden değil herşeyden vazgeçerim...	NOT
22089	@USER  sayın ibrahim bey 15 bin lira yardım edermisiniz lütfen zor durumdayım	NOT
26696	@USER Sözünü bitirirken şantajını da yapmış, ya 4 bin maaş yada oy yok	OFF
14570	Instagramdan gördüğüm kadarıyla bir kısmınız annenizi doğurmuşsunuz. Ya da anneniz çocuk gelindi. Bilemiyorum.	NOT
27226	İyi geceler tâbi böyle bir şey mümkünse	NOT
13498	Varmi grup yapacak aktifler?? Yerim yok full pasifim. 0928 802 60 94	NOT
40681	@USER Asıl olay sevdiğin bey bireyine karşı bohemian rhapsody söylemek bence :d	NOT
37499	@USER Ons düşeceğini temel analiz için mi söylüyorsun? G20 sonrası Pazartesi yükselme ihtimali olabilir mi?	NOT
12815	İntihar edecek olsam kesin tam düşerken niçin yaşamam gerektiğini bulurum, bu hayata bir miktar kırgınım :(	NOT
27693	Allahım sabah sabah öyle birinin mesajıyla uyandım ki ilk yarım saat telefonu açamadım sevgi mi nefret mi valla artık bende emin değilim	NOT
19250	@USER #BurunlarınSelameti ter kokusu ile savaşınız toplum icin yapilan en yararli olaydır.Umutluyum artik uzerine alinmayan insanlara da "acaba ben de kokuyor muyum"diye düsundurebileceginiz icin.	NOT
35247	10 dkdır ben bunu haketmedim diye sayıklıyorum iyi değilim	NOT
37260	@USER Sağol ya😅 zorla pasta aldirtcam kendime🙃	NOT
30655	Ben sensiz de yaşarım ama seninle bir başka yaşarım diyen Nazım Hikmet bu lafın ekmeğini çok iyi yemiştir	NOT
11936	@USER Herkes Gt yapsin guclu tatafdar lazım.ego kasmayın 1 takipcilude olsa donuyorum ben	NOT
44085	@USER PKK’nın don lastikleri bugün ne kadarda kibar olmuşlar öyle ...	OFF
13013	Gönlü geniş insanları seviyorum. Vefakar insanları, kusur kapatanları, kendi gibi davrananları; başkası olmayanları seviyorum.	NOT
10290	Yine konuşalım sahurlara dek beni hasretli oruçlarda sensiz iftarlara mahkûm etme Yâr	NOT
33594	#survivor2019 Atarcan kendini savunamaman bittide Dalaka yı savunmaya çalışıyo ergoş	OFF
44966	@USER @USER @USER 3 maç diye anons ediyor rezil 6222 çocuğu yav!	OFF
41758	Belki yanlış zamandım belki de yanlış yerdim ama yanlış kişi değildim	NOT
26828	@USER @USER Mikonosta gezene kadar çalışaydı iddiamız olurdu... Neyse ya söve söve ahiretimi yakacam bunlara	OFF
30536	@USER büyük sıçtık yemin ederim büyük sıçtık	OFF
42737	Bunlar bu korku ile Volkan Demirel'e de 1 macligina sözleşme yapar 😂😂	NOT
40355	Dönem1 grubu açılmış insanlar girmeye başladı bu olay hiç iyi duygular uyandırmadı bende	NOT
28020	@USER Eylüş katılmıyor ama kesinlikle böyle	NOT
12447	@USER @USER Donk un Arda nın bileğine bastığı ve ardından Emre yi biçtiği pozisyonu diyorsun değil mi? Hani şu kart bile verilmeyen pozisyon?	NOT
41283	Sayın ingiliz karıları yapmayin su ortadakinde penis olma ihtimali %1 civarında gerisi de 5cm altı bak net bunlara değmez daha egzotik bireylere bu ilgi gösterilmeli.	OFF
33687	@USER kimse ne sevgime ne de kinime karışmasın sevgim benimle yanımdaki arasında kinim benimle karşımdaki arasında	NOT
42245	takipten çıkacaksanız ne diye takip ediyorsunuz ibneler	OFF
30940	İçişleri Bakanı Soylu, Ankara'da semt semt gezip CHP, İYİ Parti ve SP'yi PKK ile işbirliği yapmakla suçluyor! Oysa PKK'ya altın dönemini yaşatan çözüm sürecini göklere çıkartıyordu vaktiyle! Sn Soylu, HDP'lileri MGK kararı ile Kandil'e gönderen AKP idi unuttunuz mu?	NOT
40066	seveceğiz sevileceğiz çok mutlu olacağız ve bu or*sp*ların hepsini pişman edeceğiz canlarım	OFF
28274	39 yıl arayıp sorma, sonrada gel biz senle kahve içmiştik de . Oldu canım 👊🏼	NOT
44760	#THK  NEDEN JAPONYA OLAMADIK DİYE SORMA, THK'YE BAK !...   1952’de Türkiye’de motor fabrikası kapatıldı.   Dünyada uçak üretimini ilk yapan ülkeler arasındayken, uçak fabrikalarımızı da aynı zihniyet kapattı; GDP’ler; Genetiği Değiştirilmiş Politikacılar.	OFF
13377	Sana diz çöken  erkek olmak  için allaha  dua ediyorum	NOT
36282	Sabahın köründe pikniğe geldik millet bizden önce gelip yerleşmiş bi grup halaya bile başlamış. Ya aşırı garip bi şekilde her sabah böyleler ya da dünkü kutlamalar devam ediyo 👫👫	NOT
22391	@USER @USER @USER @USER @USER @USER @USER Aq 3 takipçin var fav senin neyine	OFF
28715	Pardon senin o gözlerinden , gülüşünden nereye gidiliyor? Ben kayboldumda.	NOT
28733	Ya ben normal hayatta paraya ihtiyaç duyduğumda neden rüyamda para görüyorum... Dün gece yine rüyamda para gördüm bu sefer 20 lira gördüm hayırdır inşallah.	NOT
46023	"ziraat bankası" @USER  @USER ve @USER sözde devlet bankası.özel sektör bankacılığından daha dolandırıcı olmuşlar. Maaş müşterilerine faiz oranı sözde 1.25 bankaya gidince iki bin TL uzeri masraf ya da 1.65 ve üzeri faiz teklif ediyorlar.500 TL EFT mi olur.Ayıp	OFF
19504	çok sıkıldım yaa DM DM DM	NOT
45050	@USER Günaydın. Valla is cok sabah sabah erken geldik tukene:))	NOT
17537	@USER Kanka hep öyle diyorsun😅 bir icraatını göremedik henüz 😂😂	NOT
19311	1 tl 4.65 dolardı. Dolar 5 olsun çarpması kolay olsun demişler. Teşekkür ederiz	NOT
39994	Coğrafi konum ve sahip olunan tarihi ve doğal güzellikler açısından belki de en mükemmel ülkelerden birinde yaşıyoruz. Ama bilinen değer ve saygı sayısı 0 bile değil. Eksilerin bile çok altında. Kocaman bir yazık.	NOT
31743	@USER Ali Kılıç  çok küskün yarattı  yoksa büyük bir farkla CHP kazanırdı.	NOT
27875	@USER Çünkü o da biliyor anlattıklarının yalan olduğunu	OFF
14867	@USER @USER Valla bana bile diyildi bu hdkcjskdjskdjjs	NOT
44439	Şu an dünyanın en güzel aktivitesini yapıyorum . Denize karşı sandalyemi koydum , bir yanda müziğimi dinlerken çayımı yudumluyorum bir yanda sosyal medyalarda dolanıyorum.	NOT
31307	Beynim bir şey almıyor bugün	NOT
22356	@USER Diyorum onun engelledigini anlaman icin onun profiline girmen gerekiyor 😉😉bunada stalk deniyirdu galiba sanirsam😬😬😂😂	NOT
31289	@USER @USER Kendimi aptal hissettirdi ya günlerce delirdim hala tam kullanıyorum sayılmaz ama allahtan ki oğlum yardım ediyor sıkıştığımda çıldırttı namussuz	OFF
32119	@USER Bunun anırması bu şekilde oluyor demekki	OFF
30697	Türkiye'de RAP'in zirvesini dinlemektesiniz. Burada bitti üzerine de kimse çıkamadı :)	NOT
42195	@USER bebelere uyku vakti kızım uyumustur o coktan 😂	NOT
38073	Full paket düşürmüşüm keşke çocuğumu düşürseydim..	NOT
26856	Ben paramparça olurken hiç bir şey yokmuş gibi davranan insanlarıb da mk	OFF
16532	@USER Her zaman inandıgım bir şey vardır İyi kalpli olmak Mukemmel olmaktan cok daha iyidir	NOT
36850	159.5'tan üst verdiğim maç bu şekilde geldi hayattaki bütün şansımı bu maçta kullandım galiba :/	NOT
30718	@USER Sayın Bakanım, atama konusunda çalışmalarımız var dediniz.      Lakin Maliye Bakanlığı bize talep gelmediki atamayı onaylayayım diyor!      Bu çelişki son bulsun!      Atama sözü tutulsun!      Lütfen ATAMA talebinde bulunun artık.   ✴ OyalamaBizi SnPakdemirli ✴      .,,	NOT
41711	@USER Başın sağolsun canım benim, Nur içinde yatsın.	NOT
37284	@USER @USER @USER Ya senin bir gram bile bilgin yok mu? 15 temmuzda masum olan askerler teslim oldu zaten. Ele başları bile sağ hayatta sen neyin kafasını yaşıyorsun. Git kandilde kesilen başlara bak. Ülkeme çamur atmaya kalkma.	OFF
18998	Biraz daha zam yapmaları durumunda şeytanlar bile ağlayacak. 😒 #yenirakı	NOT
22472	@USER Al işte kıza bak oğlana bak	NOT
35679	A mı diyim? B mi diyim? C mi diyim? Ne diyim??? 😂	NOT
23563	@USER İsteyerek yapılan çocuklara Anne ve babaları ne yaparsa yapsınlar kızamıyorlar,nedenini anlamış değilim.	NOT
33391	keşke tarihe gecer valla Türk  adaleti	NOT
35665	@USER @USER kürt kesiminin gözleri büyük oluyor onu diyor djdjwjw	NOT
10966	Kişiler yenilenip gelmiş eski dost gibiler	NOT
11119	@USER @USER @USER @USER @USER @USER Kardeşim O zaman anarşi çıksın herkesin malları müsadere olsun.dükkan,market,daire,holding sahiplerinin malları da nasıl olur bu kadar diye gasp edilsin öylemi	NOT
29284	Artık bu sese kulak verin. Biz size inanıyoruz umutlarımız kırılmasın seçim öncesi 4+2 dahil tüm sözleşmeli kadro bekliyor @USER @USER @USER @USER @USER @USER @USER @USER #SözleşmeliKadrosuzUykusuz	NOT
15415	Karneye 2 hafta kalmış hala kep töreni yapcaz hocam acele etmesek mi diyorum eylüle doğru yaparız	NOT
17105	#biyologdediğin  zor koşullar altında çalışmalarına devam edebilendir. Kararlıdır. İstikrarlıdır. Ancak Türkiye'de hak ettiği çalışma imkanlarını bulamamakta.	NOT
40793	Çok insan tanı , azını sev ve hiç birine güvenme.	NOT
23811	Artık şu sidik yarışını bi bıraksak mı😒 her iki tarafta komik duruyor🙄	OFF
37427	@USER @USER Eğer öyleyse de etsinler birlikte içeride birbirlerine güzelsin diye diye kudururlar dkeldkdldk	NOT
24965	@USER umuutt yarın 5-6 arası buluşalım mı okulda	NOT
40203	@USER Geldiğinde de engeller ile boğuşulan bişey	NOT
36860	@USER Acaba kim yapti bunu..kim sebep oldu. Keske bulunabilse.	NOT
40021	Sekse hazırım bugün çok istiyorum	NOT
21548	@USER @USER uff yaa 😭ağlamayayım diyorum nasıl ağlamam nasıl bi imtihan Rabbim	NOT
18296	Jest Bahis mantık dışı kanıtlayabilmek Kars çözümleme	NOT
14406	Neden kötü ihtimaller üzerinde yoğunlaşan bi beynim var diye sorguladığım dakikalar...	NOT
43874	@USER Broo 10 Kavanoz 50 tl. Üstüne Adodoss spor ayakkabı hemi de yaylı sjsjdj😂   #ÖğrtmeneMüjde60BinAtama	NOT
18433	@USER bu tweet niye böyle amk	OFF
40375	@USER Gördüğüm en haklı twit aq. Gelen geçeni alıyor. Hapishaneden bile üniversiteye gelen var. Gelen geçeni alıyolar.	OFF
19090	@USER Canımıza tak etti artık.Hak hukuk ve adalet cagrimiza sesimizolun. suçsuz günahı olmayan evlatlarımız, sizin evladıninizda olabilirdi.içimiz yaniyor,biz anaları niye görmezlikten geliyorsunuz.hepimize lazım olacak HAKKI tutun lütfen..669khk güvenlik soruşturması isti	NOT
18882	Halik bilmezse Malik bilir   Iyilik yap denize at      Bu sözlerimiz boşa değil elbette   Bazen binlerce uyuyanı uyandırmak için tek bir uyanık yeter      Bizim uzattığımız ele akrep koyanları kınayacak insanları çoğaltmalıyız      İnsan gönlünü ele geciren devletini ele geçirir      #Yunanistan	NOT
14340	"Öyle bir konuş ki kalp ritmim değişsin." ⚘	NOT
26389	#2019danbeklentim sınava kadar çok verimli çalışıp Ankara'da üniversite okumak.	NOT
25802	CHP önce başörtüsü konusunda kendi seçmen kitlesine rehabilitasyon hizmeti versin ne kadar reklam yaparsa yapsın çevremizde sağımızda solumuzda CHP seçmeninin hala 30lu yıllarda takılı kaldığını görüyoruz zerre değişim yok	OFF
40959	ev boş kimse yok demek yeterli oluyor xd	NOT
32314	@USER Haklısınız hanımefendi... Keşke beni uyarmadan evvel yazdığınız 1415 adet Twit lerinizdeki imla hatalarınızı kontrol etseydiniz...   Sağlıcakla kalın...	OFF
36727	@USER Tşk aşkım 😍 bu konuda da çok güzel mdmm	NOT
38449	Bizi farketmeyenler her zaman  kaybedecek. 31 Martta - 23 Haziran da olduğu gibi #EYTliyizHerYerdeyiz  #Emeklilikteyaşatakılanlar    @USER   @USER	NOT
33605	@USER Bu soruyu hergün soruyorum kendime	NOT
45566	@USER bu maç şov yaparsan küserim bak	NOT
38588	@USER Siktiret knk öyle de ölcen böyle de	OFF
40216	#BuMamaBenden Tarçın, Şanslı ve arkadaşlarını mutlu etmek için gelsin! Sokak hayvanlarının mama kaplarını doldurmak için sen de #BuMamaBenden de! @USER	NOT
28233	Maçın özetlerini izleyenler futbolcular gidiyor diye üzülüyor   Maçı izleyenler gittiler mi mutlu oluyoruz	NOT
35742	@USER Şifreli yapın sadece takipçiler gorebilsin bence	NOT
22240	@USER ali palabiyik, firat aydinus falan varken olmaz baskan :)	NOT
35371	@USER @USER Hocam arkada 4 kişi var 😀 yanlış mı görüyorum? Herkese slm	NOT
11624	@USER He he elimden gelse bavulla gelcem de şartlar işte	NOT
29754	@USER Larva varsa organiktir reis millete organik yedirir	NOT
12344	Yüreğimin bir yarısını ölünceye dek sende bırakmış olsam da, bana kalan yarısıyla yaşayabilmeyi ve zor da olsa tek kanatla da uçabilmeyi öğrenmeliyim artık.	NOT
21472	@USER Peki o kadar toprak kaybedildiği halde niye Türkçülük yerine Arapçılık savunuldu?   Ya da niye sadece dönemin başkatibi ile Abdülhamit arasında tartışma çıktı?   Bence bilgi kaynağı olarak dizileri değil prof. Ların TTK onaylı tezlerini okuyun.	NOT
10519	Şimdi bazılarınız amma vampir, kurt adam safsatası yaptın diyordur bana ama nasıl ki, milyon yıllar önce dinozorlar yaşamış, günümüzde kemikleri falan bulundu. Vampirler ve diğer mistik yaratıklarla ilgili de bir çok kaynak var,kitap var. Ben inanıyorum kısaca	NOT
13524	En acısı neydi Biliyormusun?   Canımızı Yakanların Hepsi   Canımızdı...(  E  )⚘	NOT
28877	@USER erto bence burak size başkan olmalı çünkü yakışır !!	NOT
22428	ADAM dedıgın verdigi SÖZDEN  belli olur...Hanı hatırlatayım Söz NAMUSTUR yaa... Böyle sıradan biri uyduruk kıytırık biri olman üzücuydu .. ADAM a benziyodu 😂😂gjknkfkmbö   Lafım sana mal mal bakma ...      Gunaydınnn INSAN olanlar ...   🖤🖤🖤	OFF
25693	@USER Varmı Ankara'da çiftler Dm bekliyorum 19 cm ve kalın ve geç boşalırım azgımdır ve doyumsuz	OFF
21773	gençlere de huzur evi açılmalı artık parası neyse veririz hayat şartları çok yordu	NOT
20733	@USER Ayranımız yok içmeye, uçakla gideriz s... A. Büyük ülkeyiz dünya bizi kıskanıyormuşşşşşşş.	OFF
40634	@USER fedakarlık bir tarafın feda edildiği diğer tarafın kara geçtiği acımasız bir kelimedir	NOT
39682	benim sağım solum belli olmaz	NOT
42681	@USER Senide anlıyorum acını,utancını   Reisi gördükçe içerliyorsun,bir kımıl müdüre bakıyorsun bir Erdoğan'a bakıyorsun.İçin gidiyor susuyor,yutkunuyorsun   Kendine yediremiyorsun ben böyle bir pinokyoyu nasıl desteklerim diyorsun ama el mahkum ceydacım sen kımıla kımıl sana yakışıyor	OFF
43217	İmamların %80'i namaz kaldırmak dışında bir şey yapmıyor, ilgilenmiyor. Kurumsal olarak siyasetin içinde olan en çok torpilin, devlet malının yendiği yer. Sonra da Hz. Ömer, Hz. Ebu Hanife gibi güzel isimleri utanmadan ağızlarına alıyorlar. #Diyanet küçülmeli ve ıslah edilmeli.	OFF
42394	Kaybettiğim her şeyi iyi ki kaybetmişim seni kazandım	NOT
21582	@USER @USER @USER @USER @USER Zengin olunca böyle oluyor beni evlatlık al ne olur	NOT
26613	Günaydın sabah sabah mutluluktan oraya buraya tırmanan insanlar görüyorum bu durum beni hayli şaşırtıyor	NOT
34715	@USER @USER @USER @USER @USER @USER @USER Ne kadar çok bekledik.   Çoktan atama olmalıydı.   2 yıldır bekliyoruz yetmez mi?   ..   #ZiraatMühendisleri24AydırAtamaBekliyor    #21BranşlıZiraatMühendisleriAtamaBekliyor    #ziraatmühendisleriatamabekliyor    #ZiraatMühendisleri5000Atama    #Ziraatmüh5000	NOT
14346	100 bine yakın mezun ve 300 bine yakın aileleri olarak bir hayal kırıklığı daha yaşamak istemiyoruz. Lütfen bizleri unutmayın   TıbbiSekretere ÜçBinAtama   Sn   @USER   @USER   @USER   @USER   @USER   @USER   @USER   @USER    @USER	NOT
40297	Umarım bir an önce yaparlar!   #StopErdoganTerror	NOT
16240	geceleri  bütün yemeklerin tadının güzelliği iki katına çıkıyor	NOT
39956	Sıfır uykuyla işe gidicem ama umrumda olan yine sensin ne kadar umrumda olmasan da ✋🏼	NOT
44367	Benim Tatlı Yalanım   Nejat 💗 Suna    #BenimTatlıYalanım #FurkanPalalı #AslıBekiroğlu #NejSun 227	NOT
36916	@USER @USER Bizde böylesi kısmet olur inşallah Bi gün	NOT
16901	"Rabbimiz! Bizim günahlarımızı ve işlerimizdeki taşkınlıklarımızı bağışla ve (yolunda) ayaklarımızı sabit kıl, kâfirler güruhuna karşı da bize yardım et!"      (Âl-i İmrân sûresi, 3/147)	NOT
18361	@USER Konuyla ilgili bir şey sorabilir miyim?	NOT
39273	@USER Bu transferler tamamlanmadan mümkünati yok başarı gelmez kardeşim,bizim rakibimiz sadece takımlar değil,Mhk, Federasyon gibi rakiplerimiz de var.	NOT
35216	Hayat kızgın boğa,  ben kırmızı pelerin..	NOT
35363	@USER @USER 3 tane Cip +2 tanede personel bu milletin fakir fukaranın garip gurebanın hakkını kim yiyorsa kim yediriyorsa kimler yemelerine  göz yumuyorsa görmezden geliyorsa Allahım bu soysuzlara bu cibilliyetsizlere fırsat verme fırsat verme fırsat verme.	OFF
15902	@USER Sanki bu nazımı cehape sürgüne göndermedi mi? Ben mi yanlış biliyorum?	NOT
13173	@USER Bunlar mı mağdurmuş??? Ulan böyle adalet olmaz olsun!!	NOT
10568	İbrAhim gümüştekin gibi aşağılık paraya kul köle olmuş bir adam nasıl olur da sık duruş sergiliyorum der.FB tribünlerinin dik duran son ismi SEFA KALYA'dır.Gerisi hikaye.	OFF
45410	@USER @USER Twice’ın en çok Girls Like Us şarkısını seviyorum ve bence en iyi şarkılardan bir tanesi ama Love Foolish kulağa çok hoş geliyo bence bu Twice’ın en iyi şarkısı ve En iyi albümü olucak. Albümde ki şarkıların hepsi bir şaheser ve neredeyse hepsi tittle track olacak kadar harika	NOT
25840	işletebilme şeffaflaştırılmak #ÇokUygunFiyatlardanTTVerilir Ne (kimyasal simge)	NOT
11377	Güzel ama sevgilisi olan kızla göz göze geldim. Şimdi kız eve gidip neden bununla birlikteyim daha yakışıklıları varmış diye düşünecek	NOT
36495	Murat gilin damından atlayamayan bir salakta budur ha	OFF
45402	Herşeyin aşırısı tehlikeli sanki, ideolojilerin de, dindarlığın da, vatan severliğin de, sevmenin de, sevmemenin de...	NOT
19158	Amına kodumun kızı seni Napıyosun bakim sorusuna sanane diye cevap veriyorsun, senin yaptığında kişinin gururuna hakarettir hele azıcık insan ol sonra milleti ifşa sikik	OFF
27063	Keşke hep hatırladığım gibi kalsaydın..	NOT
42410	Asylum-seeker, refugee, immigrant 3 farklı kavram. Ama sen gel hepsine "mülteci" de. Çünkü o kadar muhteşem bir devletiz ki(!) bu kelimenin "iltica" kökünden gelmesi yetiyor. Çünkü dünya 5'den büyük ama 1'den küçük...	NOT
20560	@USER Sen bana önce ofsayt nasıl olur onu anlat bakım Emrecim? Adam stoper la	NOT
39133	Soylu bu sabiye nasıl kıyacaksın söyle. Çarşı’nın yarısından daha fanatikti kara oğlan. Ah beee	NOT
42220	Daha yeni netflixte bi yemek programını sansürlü izledim gerçekten diyecek söz yok	NOT
44894	@USER Allah aşkına maraton tribun oturdu mac izliyor hadi abi hadii destek destek destek haydi maraton bu maçı sizler alacaksınız	NOT
27003	..ve acının çoğu kez tek başına yaşandığı bir dünya.	NOT
20239	Bu yaştan sonra erkek kalamar olduğumuzu öğrendik.....	NOT
20257	Ez cümle. Seni seviyoruz filan sözlerini duymak için yazmadım bunları. Ya da kendimi acıdırmak için. Bir iç döküştür benimki. Kimse de yorum yapmasın lütfen. Buranın bende oluşturduğu derdi başka yerde anlatamam zira. Sonuç olarak arkadaşlarımın dediği doğru.	NOT
10808	Zalimin zulmünden başka bir şeyi olmadığı gibi, mazlumunda ahından başka bir şeyi yoktur.	NOT
43301	Seni hep masum gibi sevicem zannetmiştim hiç benim sana olan sevgim bitmicek zannetmiştim ama sen bizi bitirdin ben değil bu saatten sonra yolun açık olsun 🙏🔐	NOT
14024	ya annem şekerleri saklayıp gitmiş kardeşimle olay yeri inceleme gibi bütün evi taradık yok kafayı yiycem nerede olabilir taktik verin	NOT
13345	@USER Teşekkür ederiz desteğiniz için allah razı olsun.	NOT
33780	Elhamdülillah geride kalanlar bize yeter. Kalanlarla safları sıklaştırır yolumuza devam ederiz. Ne diyor bir TÜRK Atasözü; “Bir insanı tanımak için ya alışveriş etmeli, ya da yola gitmeli.” Gidilen yolda, yanındaki yoldaşları sağlam olmalı insanın. Kalana da gidene de eyvallah...	NOT
13495	Sanki bu dert beni uçurumda hep tutar	NOT
17222	Bi kaç haftadır süreeekli dinlediğim şarkı Simge-Yankı. Bu şarkı çıktığında kıymetini bilememişim sorry harika bi bebeksin	NOT
44523	@USER @USER @USER Şu an tatilde antalyadayım. Uçağa binmeden önce hangi GSStore a uğramanın derdindeyim ... Denk getirirsem alt üst edeceğim dükkanı. Nasip olmazsa netten alırız artık ... Destekleyin arkadaşlar, tek Galatasaray’ımız var ...	NOT
37579	@USER Ne yapacaktı Trump'a yumruk mu atacaktı? Ananı da al git mi diyecekti? Onun atarı Türkiye'de ki benim gibi vatandaşlara.	OFF
31589	Sınav haftasına alıştıktan sonra bitmesi.	NOT
29126	@USER Allah kaygılanarak bile olsa susmayıp kulağımıza doğruları fısıldayan babalarımızdan dedelerimizden razı olsun. Milyonlarca Müslüman Türk'ün evinde buna benzer olaylar yaşandı.   Şükürler olsun.	NOT
34012	@USER Offff ağır laf koydun üstad	OFF
37737	@USER    KPSS puanlarımızı aldık   Gönlümüzde Tarım Bakanlığında mühendislik yapmak var;   Gıda Mühendisleri ve diğer branşlar için atama yapılacağı bakanımız tarafından söylendi.   Bekliyoruz      @USER      🌰 #5binGıdaMühendisi 🌰      🏢 PakdemirZulmü TarımAtamasız 🏢	NOT
12982	@USER Yine de işi garantiye alalım	NOT
36815	Korkma her şey yolunda    Gökyüzüm siyah olsa da	NOT
23643	#CennetteKadroluUzmCvslar siz hiç sozlesmeli uzman cavus oldunuzmu	NOT
17870	@USER Bence ben oraya fazla bile gelirim 😂😂😂	NOT
27561	@USER 2 takım da tam bir maldı bu akşam 🤬	OFF
34270	@USER HER ŞEY ÇOK GÜZEL OLDU 🍻	NOT
